1,41.93368022,12.53232145
1,41.93367998,12.53232136
1,41.93367941,12.53232295
1,41.93367959,12.53232265
1,41.93367989,12.53232294
1,41.93368004,12.53232254
1,41.93368094,12.53232128
1,41.93368114,12.53232093
1,41.93368166,12.53232191
1,41.93368114,12.53232347
1,41.93368141,12.53232358
1,41.93368147,12.53232311
1,41.93368164,12.53232134
1,41.93368202,12.53232148
1,41.93368165,12.53232262
1,41.9336815,12.53232283
1,41.93368253,12.53232318
1,41.93368265,12.53232307
1,41.93368265,12.53232296
1,41.93368276,12.53232277
1,41.93368229,12.53232422
1,41.93368251,12.53232485
1,41.93368283,12.53232474
1,41.93368286,12.53232455
1,41.93368349,12.53232324
1,41.93368387,12.53232255
1,41.93368416,12.53232293
1,41.93368374,12.53232434
1,41.93368413,12.53232359
1,41.93368443,12.53232319
1,41.93368499,12.53232127
1,41.93368527,12.53232068
1,41.93368487,12.53232198
1,41.93368471,12.53232202
1,41.93368498,12.53232135
1,41.93368529,12.53232034
1,41.93368599,12.53231843
1,41.93368617,12.53231846
1,41.93368589,12.53231937
1,41.93368587,12.53232002
1,41.93368688,12.5323179
1,41.93368656,12.53231763
1,41.93368648,12.53231701
1,41.93368612,12.53231818
1,41.93368629,12.53231692
1,41.93368683,12.53231576
1,41.93368741,12.53231508
1,41.93368759,12.5323141
1,41.93368734,12.53231491
1,41.93368736,12.53231376
1,41.93368726,12.53231283
1,41.933687,12.53231362
1,41.93368737,12.53231254
1,41.93368722,12.53231249
1,41.93368771,12.53231152
1,41.9336871,12.53231218
1,41.93368674,12.53231321
